sum,abbreviation,date,setname,releasedate
1116.02,BODE,2022-10-29,Burst of Destiny,2021-11-05 00:00:00+00:00
462.97,BROL,2022-10-29,Brothers of Legend,2021-12-03 00:00:00+00:00
1019.58,DAMA,2022-10-29,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.87,EGS1,2022-10-29,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
822.14,GEIM,2022-10-29,Genesis Impact,2020-12-18 00:00:00+00:00
1212.16,GFTP,2022-10-29,Ghosts From the Past,2021-04-16 00:00:00+00:00
1596.69,GRCR,2022-10-29,The Grand Creators,2022-01-28 00:00:00+00:00
1346.42,KICO,2022-10-29,Kings Court,2021-07-08 00:00:00+00:00
123.43,LED8,2022-10-29,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1694.38,LIOV,2022-10-29,Lightning Overdrive,2021-06-03 00:00:00+00:00
188.08,MGED,2022-10-29,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
135.5,MP21,2022-10-29,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
367.22,OP16,2022-10-29,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
312.64,OP17,2022-10-29,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
17.1,SDCS,2022-10-29,Cyber Strike,2021-10-07 00:00:00+00:00
14.25,SDFC,2022-10-29,Freezing Chains,2021-02-18 00:00:00+00:00
663.18,ANGU,2022-10-30,Ancient Guardians,2021-05-07 00:00:00+00:00
1418.82,BACH,2022-10-30,Battle of Chaos,2022-02-11 00:00:00+00:00
1236.99,BLVO,2022-10-30,Blazing Vortex,2021-02-04 00:00:00+00:00
1102.96,BODE,2022-10-30,Burst of Destiny,2021-11-05 00:00:00+00:00
462.08,BROL,2022-10-30,Brothers of Legend,2021-12-03 00:00:00+00:00
1019.44,DAMA,2022-10-30,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.87,EGS1,2022-10-30,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
819.67,GEIM,2022-10-30,Genesis Impact,2020-12-18 00:00:00+00:00
1212.17,GFTP,2022-10-30,Ghosts From the Past,2021-04-16 00:00:00+00:00
1591.7,GRCR,2022-10-30,The Grand Creators,2022-01-28 00:00:00+00:00
1346.65,KICO,2022-10-30,Kings Court,2021-07-08 00:00:00+00:00
124.12,LED8,2022-10-30,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1693.34,LIOV,2022-10-30,Lightning Overdrive,2021-06-03 00:00:00+00:00
188.49,MGED,2022-10-30,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
135.22,MP21,2022-10-30,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
366.99,OP16,2022-10-30,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
312.54,OP17,2022-10-30,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
16.78,SDCS,2022-10-30,Cyber Strike,2021-10-07 00:00:00+00:00
14.25,SDFC,2022-10-30,Freezing Chains,2021-02-18 00:00:00+00:00
662.13,ANGU,2022-10-31,Ancient Guardians,2021-05-07 00:00:00+00:00
1421.98,BACH,2022-10-31,Battle of Chaos,2022-02-11 00:00:00+00:00
1238.22,BLVO,2022-10-31,Blazing Vortex,2021-02-04 00:00:00+00:00
1100.26,BODE,2022-10-31,Burst of Destiny,2021-11-05 00:00:00+00:00
454.44,BROL,2022-10-31,Brothers of Legend,2021-12-03 00:00:00+00:00
1019.05,DAMA,2022-10-31,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.88,EGS1,2022-10-31,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
816.11,GEIM,2022-10-31,Genesis Impact,2020-12-18 00:00:00+00:00
1210.93,GFTP,2022-10-31,Ghosts From the Past,2021-04-16 00:00:00+00:00
1591.25,GRCR,2022-10-31,The Grand Creators,2022-01-28 00:00:00+00:00
1340.46,KICO,2022-10-31,Kings Court,2021-07-08 00:00:00+00:00
125.99,LED8,2022-10-31,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1693.99,LIOV,2022-10-31,Lightning Overdrive,2021-06-03 00:00:00+00:00
187.58,MGED,2022-10-31,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
135.44,MP21,2022-10-31,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
367.1,OP16,2022-10-31,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
312.27,OP17,2022-10-31,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
16.33,SDCS,2022-10-31,Cyber Strike,2021-10-07 00:00:00+00:00
14.24,SDFC,2022-10-31,Freezing Chains,2021-02-18 00:00:00+00:00
660.05,ANGU,2022-11-01,Ancient Guardians,2021-05-07 00:00:00+00:00
1429.4,BACH,2022-11-01,Battle of Chaos,2022-02-11 00:00:00+00:00
1238.19,BLVO,2022-11-01,Blazing Vortex,2021-02-04 00:00:00+00:00
1097.38,BODE,2022-11-01,Burst of Destiny,2021-11-05 00:00:00+00:00
453.27,BROL,2022-11-01,Brothers of Legend,2021-12-03 00:00:00+00:00
1018.22,DAMA,2022-11-01,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.43,EGS1,2022-11-01,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
813.15,GEIM,2022-11-01,Genesis Impact,2020-12-18 00:00:00+00:00
1212.18,GFTP,2022-11-01,Ghosts From the Past,2021-04-16 00:00:00+00:00
1592.08,GRCR,2022-11-01,The Grand Creators,2022-01-28 00:00:00+00:00
1338.9,KICO,2022-11-01,Kings Court,2021-07-08 00:00:00+00:00
127.4,LED8,2022-11-01,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1694.46,LIOV,2022-11-01,Lightning Overdrive,2021-06-03 00:00:00+00:00
186.49,MGED,2022-11-01,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
136.54,MP21,2022-11-01,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
367.33,OP16,2022-11-01,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
312.11,OP17,2022-11-01,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
16.47,SDCS,2022-11-01,Cyber Strike,2021-10-07 00:00:00+00:00
13.93,SDFC,2022-11-01,Freezing Chains,2021-02-18 00:00:00+00:00
659.22,ANGU,2022-11-02,Ancient Guardians,2021-05-07 00:00:00+00:00
1430.41,BACH,2022-11-02,Battle of Chaos,2022-02-11 00:00:00+00:00
1238.09,BLVO,2022-11-02,Blazing Vortex,2021-02-04 00:00:00+00:00
1084.64,BODE,2022-11-02,Burst of Destiny,2021-11-05 00:00:00+00:00
449.08,BROL,2022-11-02,Brothers of Legend,2021-12-03 00:00:00+00:00
1017.81,DAMA,2022-11-02,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.38,EGS1,2022-11-02,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
812.08,GEIM,2022-11-02,Genesis Impact,2020-12-18 00:00:00+00:00
1209.64,GFTP,2022-11-02,Ghosts From the Past,2021-04-16 00:00:00+00:00
1586.49,GRCR,2022-11-02,The Grand Creators,2022-01-28 00:00:00+00:00
1335.12,KICO,2022-11-02,Kings Court,2021-07-08 00:00:00+00:00
128.8,LED8,2022-11-02,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1694.82,LIOV,2022-11-02,Lightning Overdrive,2021-06-03 00:00:00+00:00
183.09,MGED,2022-11-02,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
134.09,MP21,2022-11-02,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
367.19,OP16,2022-11-02,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
311.7,OP17,2022-11-02,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
16.365,SDCS,2022-11-02,Cyber Strike,2021-10-07 00:00:00+00:00
13.95,SDFC,2022-11-02,Freezing Chains,2021-02-18 00:00:00+00:00
657.42,ANGU,2022-11-03,Ancient Guardians,2021-05-07 00:00:00+00:00
1428.5,BACH,2022-11-03,Battle of Chaos,2022-02-11 00:00:00+00:00
1232.67,BLVO,2022-11-03,Blazing Vortex,2021-02-04 00:00:00+00:00
1080.02,BODE,2022-11-03,Burst of Destiny,2021-11-05 00:00:00+00:00
447.68,BROL,2022-11-03,Brothers of Legend,2021-12-03 00:00:00+00:00
1015.43,DAMA,2022-11-03,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.31,EGS1,2022-11-03,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
808.52,GEIM,2022-11-03,Genesis Impact,2020-12-18 00:00:00+00:00
1209.46,GFTP,2022-11-03,Ghosts From the Past,2021-04-16 00:00:00+00:00
1583.65,GRCR,2022-11-03,The Grand Creators,2022-01-28 00:00:00+00:00
1336.3,KICO,2022-11-03,Kings Court,2021-07-08 00:00:00+00:00
127.68,LED8,2022-11-03,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1695.55,LIOV,2022-11-03,Lightning Overdrive,2021-06-03 00:00:00+00:00
180.88,MGED,2022-11-03,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
132.11,MP21,2022-11-03,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
367.06,OP16,2022-11-03,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
310.42,OP17,2022-11-03,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
15.77,SDCS,2022-11-03,Cyber Strike,2021-10-07 00:00:00+00:00
13.92,SDFC,2022-11-03,Freezing Chains,2021-02-18 00:00:00+00:00
656.17,ANGU,2022-11-05,Ancient Guardians,2021-05-07 00:00:00+00:00
1421.3,BACH,2022-11-05,Battle of Chaos,2022-02-11 00:00:00+00:00
1230.9,BLVO,2022-11-05,Blazing Vortex,2021-02-04 00:00:00+00:00
1066.34,BODE,2022-11-05,Burst of Destiny,2021-11-05 00:00:00+00:00
447.0,BROL,2022-11-05,Brothers of Legend,2021-12-03 00:00:00+00:00
1014.67,DAMA,2022-11-05,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.4,EGS1,2022-11-05,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
782.55,GEIM,2022-11-05,Genesis Impact,2020-12-18 00:00:00+00:00
1202.36,GFTP,2022-11-05,Ghosts From the Past,2021-04-16 00:00:00+00:00
1575.01,GRCR,2022-11-05,The Grand Creators,2022-01-28 00:00:00+00:00
1340.27,KICO,2022-11-05,Kings Court,2021-07-08 00:00:00+00:00
136.77,LED8,2022-11-05,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1697.87,LIOV,2022-11-05,Lightning Overdrive,2021-06-03 00:00:00+00:00
184.03,MGED,2022-11-05,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
130.29,MP21,2022-11-05,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
364.05,OP16,2022-11-05,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
310.19,OP17,2022-11-05,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
15.91,SDCS,2022-11-05,Cyber Strike,2021-10-07 00:00:00+00:00
13.8,SDFC,2022-11-05,Freezing Chains,2021-02-18 00:00:00+00:00
656.3,ANGU,2022-11-06,Ancient Guardians,2021-05-07 00:00:00+00:00
1416.45,BACH,2022-11-06,Battle of Chaos,2022-02-11 00:00:00+00:00
1229.93,BLVO,2022-11-06,Blazing Vortex,2021-02-04 00:00:00+00:00
1064.63,BODE,2022-11-06,Burst of Destiny,2021-11-05 00:00:00+00:00
449.27,BROL,2022-11-06,Brothers of Legend,2021-12-03 00:00:00+00:00
1026.74,DAMA,2022-11-06,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.45,EGS1,2022-11-06,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
776.92,GEIM,2022-11-06,Genesis Impact,2020-12-18 00:00:00+00:00
1201.8,GFTP,2022-11-06,Ghosts From the Past,2021-04-16 00:00:00+00:00
1572.79,GRCR,2022-11-06,The Grand Creators,2022-01-28 00:00:00+00:00
1343.14,KICO,2022-11-06,Kings Court,2021-07-08 00:00:00+00:00
142.37,LED8,2022-11-06,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1697.06,LIOV,2022-11-06,Lightning Overdrive,2021-06-03 00:00:00+00:00
185.08,MGED,2022-11-06,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
129.73,MP21,2022-11-06,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
364.11,OP16,2022-11-06,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
310.99,OP17,2022-11-06,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
15.655,SDCS,2022-11-06,Cyber Strike,2021-10-07 00:00:00+00:00
13.81,SDFC,2022-11-06,Freezing Chains,2021-02-18 00:00:00+00:00
655.12,ANGU,2022-11-07,Ancient Guardians,2021-05-07 00:00:00+00:00
1412.63,BACH,2022-11-07,Battle of Chaos,2022-02-11 00:00:00+00:00
1225.72,BLVO,2022-11-07,Blazing Vortex,2021-02-04 00:00:00+00:00
1061.27,BODE,2022-11-07,Burst of Destiny,2021-11-05 00:00:00+00:00
448.22,BROL,2022-11-07,Brothers of Legend,2021-12-03 00:00:00+00:00
1034.32,DAMA,2022-11-07,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.66,EGS1,2022-11-07,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
774.59,GEIM,2022-11-07,Genesis Impact,2020-12-18 00:00:00+00:00
1199.33,GFTP,2022-11-07,Ghosts From the Past,2021-04-16 00:00:00+00:00
1573.63,GRCR,2022-11-07,The Grand Creators,2022-01-28 00:00:00+00:00
1350.85,KICO,2022-11-07,Kings Court,2021-07-08 00:00:00+00:00
141.22,LED8,2022-11-07,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1696.44,LIOV,2022-11-07,Lightning Overdrive,2021-06-03 00:00:00+00:00
182.56,MGED,2022-11-07,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
130.81,MP21,2022-11-07,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
364.1,OP16,2022-11-07,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
310.66,OP17,2022-11-07,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
15.13,SDCS,2022-11-07,Cyber Strike,2021-10-07 00:00:00+00:00
13.74,SDFC,2022-11-07,Freezing Chains,2021-02-18 00:00:00+00:00
655.02,ANGU,2022-11-08,Ancient Guardians,2021-05-07 00:00:00+00:00
1415.2,BACH,2022-11-08,Battle of Chaos,2022-02-11 00:00:00+00:00
1224.42,BLVO,2022-11-08,Blazing Vortex,2021-02-04 00:00:00+00:00
1056.94,BODE,2022-11-08,Burst of Destiny,2021-11-05 00:00:00+00:00
451.01,BROL,2022-11-08,Brothers of Legend,2021-12-03 00:00:00+00:00
1027.28,DAMA,2022-11-08,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.86,EGS1,2022-11-08,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
770.58,GEIM,2022-11-08,Genesis Impact,2020-12-18 00:00:00+00:00
1216.65,GFTP,2022-11-08,Ghosts From the Past,2021-04-16 00:00:00+00:00
1575.31,GRCR,2022-11-08,The Grand Creators,2022-01-28 00:00:00+00:00
1352.4,KICO,2022-11-08,Kings Court,2021-07-08 00:00:00+00:00
133.53,LED8,2022-11-08,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1696.71,LIOV,2022-11-08,Lightning Overdrive,2021-06-03 00:00:00+00:00
177.58,MGED,2022-11-08,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
132.73,MP21,2022-11-08,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
364.2,OP16,2022-11-08,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
310.41,OP17,2022-11-08,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
15.065,SDCS,2022-11-08,Cyber Strike,2021-10-07 00:00:00+00:00
13.76,SDFC,2022-11-08,Freezing Chains,2021-02-18 00:00:00+00:00
655.22,ANGU,2022-11-09,Ancient Guardians,2021-05-07 00:00:00+00:00
1412.97,BACH,2022-11-09,Battle of Chaos,2022-02-11 00:00:00+00:00
1221.93,BLVO,2022-11-09,Blazing Vortex,2021-02-04 00:00:00+00:00
1051.78,BODE,2022-11-09,Burst of Destiny,2021-11-05 00:00:00+00:00
450.49,BROL,2022-11-09,Brothers of Legend,2021-12-03 00:00:00+00:00
1024.38,DAMA,2022-11-09,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.93,EGS1,2022-11-09,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
765.96,GEIM,2022-11-09,Genesis Impact,2020-12-18 00:00:00+00:00
1214.6,GFTP,2022-11-09,Ghosts From the Past,2021-04-16 00:00:00+00:00
1575.02,GRCR,2022-11-09,The Grand Creators,2022-01-28 00:00:00+00:00
1352.39,KICO,2022-11-09,Kings Court,2021-07-08 00:00:00+00:00
134.08,LED8,2022-11-09,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1692.82,LIOV,2022-11-09,Lightning Overdrive,2021-06-03 00:00:00+00:00
175.15,MGED,2022-11-09,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
132.2,MP21,2022-11-09,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
364.41,OP16,2022-11-09,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
310.66,OP17,2022-11-09,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
15.035,SDCS,2022-11-09,Cyber Strike,2021-10-07 00:00:00+00:00
13.7,SDFC,2022-11-09,Freezing Chains,2021-02-18 00:00:00+00:00
653.15,ANGU,2022-11-10,Ancient Guardians,2021-05-07 00:00:00+00:00
1411.22,BACH,2022-11-10,Battle of Chaos,2022-02-11 00:00:00+00:00
1220.8,BLVO,2022-11-10,Blazing Vortex,2021-02-04 00:00:00+00:00
1048.61,BODE,2022-11-10,Burst of Destiny,2021-11-05 00:00:00+00:00
450.25,BROL,2022-11-10,Brothers of Legend,2021-12-03 00:00:00+00:00
1024.16,DAMA,2022-11-10,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.85,EGS1,2022-11-10,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
761.58,GEIM,2022-11-10,Genesis Impact,2020-12-18 00:00:00+00:00
1213.36,GFTP,2022-11-10,Ghosts From the Past,2021-04-16 00:00:00+00:00
1570.29,GRCR,2022-11-10,The Grand Creators,2022-01-28 00:00:00+00:00
1349.63,KICO,2022-11-10,Kings Court,2021-07-08 00:00:00+00:00
134.36,LED8,2022-11-10,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1693.31,LIOV,2022-11-10,Lightning Overdrive,2021-06-03 00:00:00+00:00
174.47,MGED,2022-11-10,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
131.02,MP21,2022-11-10,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
362.63,OP16,2022-11-10,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
309.76,OP17,2022-11-10,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
15.13,SDCS,2022-11-10,Cyber Strike,2021-10-07 00:00:00+00:00
13.64,SDFC,2022-11-10,Freezing Chains,2021-02-18 00:00:00+00:00
653.08,ANGU,2022-11-11,Ancient Guardians,2021-05-07 00:00:00+00:00
1405.72,BACH,2022-11-11,Battle of Chaos,2022-02-11 00:00:00+00:00
1219.07,BLVO,2022-11-11,Blazing Vortex,2021-02-04 00:00:00+00:00
1052.79,BODE,2022-11-11,Burst of Destiny,2021-11-05 00:00:00+00:00
446.39,BROL,2022-11-11,Brothers of Legend,2021-12-03 00:00:00+00:00
1023.15,DAMA,2022-11-11,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.62,EGS1,2022-11-11,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
758.51,GEIM,2022-11-11,Genesis Impact,2020-12-18 00:00:00+00:00
1209.31,GFTP,2022-11-11,Ghosts From the Past,2021-04-16 00:00:00+00:00
1561.04,GRCR,2022-11-11,The Grand Creators,2022-01-28 00:00:00+00:00
1346.19,KICO,2022-11-11,Kings Court,2021-07-08 00:00:00+00:00
133.88,LED8,2022-11-11,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1692.15,LIOV,2022-11-11,Lightning Overdrive,2021-06-03 00:00:00+00:00
176.49,MGED,2022-11-11,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
131.3,MP21,2022-11-11,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
361.73,OP16,2022-11-11,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
309.92,OP17,2022-11-11,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
15.295,SDCS,2022-11-11,Cyber Strike,2021-10-07 00:00:00+00:00
13.65,SDFC,2022-11-11,Freezing Chains,2021-02-18 00:00:00+00:00
650.09,ANGU,2022-11-12,Ancient Guardians,2021-05-07 00:00:00+00:00
1391.72,BACH,2022-11-12,Battle of Chaos,2022-02-11 00:00:00+00:00
1207.03,BLVO,2022-11-12,Blazing Vortex,2021-02-04 00:00:00+00:00
1034.71,BODE,2022-11-12,Burst of Destiny,2021-11-05 00:00:00+00:00
444.02,BROL,2022-11-12,Brothers of Legend,2021-12-03 00:00:00+00:00
1016.88,DAMA,2022-11-12,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.6,EGS1,2022-11-12,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
752.58,GEIM,2022-11-12,Genesis Impact,2020-12-18 00:00:00+00:00
1207.84,GFTP,2022-11-12,Ghosts From the Past,2021-04-16 00:00:00+00:00
1549.36,GRCR,2022-11-12,The Grand Creators,2022-01-28 00:00:00+00:00
1343.76,KICO,2022-11-12,Kings Court,2021-07-08 00:00:00+00:00
136.66,LED8,2022-11-12,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1688.13,LIOV,2022-11-12,Lightning Overdrive,2021-06-03 00:00:00+00:00
179.26,MGED,2022-11-12,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
129.67,MP21,2022-11-12,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
361.54,OP16,2022-11-12,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
304.81,OP17,2022-11-12,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
14.72,SDCS,2022-11-12,Cyber Strike,2021-10-07 00:00:00+00:00
13.36,SDFC,2022-11-12,Freezing Chains,2021-02-18 00:00:00+00:00
649.68,ANGU,2022-11-13,Ancient Guardians,2021-05-07 00:00:00+00:00
1392.46,BACH,2022-11-13,Battle of Chaos,2022-02-11 00:00:00+00:00
1202.74,BLVO,2022-11-13,Blazing Vortex,2021-02-04 00:00:00+00:00
1033.48,BODE,2022-11-13,Burst of Destiny,2021-11-05 00:00:00+00:00
443.94,BROL,2022-11-13,Brothers of Legend,2021-12-03 00:00:00+00:00
1017.43,DAMA,2022-11-13,Dawn of Majesty,2021-08-12 00:00:00+00:00
20.32,EGS1,2022-11-13,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
752.73,GEIM,2022-11-13,Genesis Impact,2020-12-18 00:00:00+00:00
1207.12,GFTP,2022-11-13,Ghosts From the Past,2021-04-16 00:00:00+00:00
1551.72,GRCR,2022-11-13,The Grand Creators,2022-01-28 00:00:00+00:00
1344.21,KICO,2022-11-13,Kings Court,2021-07-08 00:00:00+00:00
138.45,LED8,2022-11-13,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1687.06,LIOV,2022-11-13,Lightning Overdrive,2021-06-03 00:00:00+00:00
180.44,MGED,2022-11-13,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
129.15,MP21,2022-11-13,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
360.47,OP16,2022-11-13,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
304.83,OP17,2022-11-13,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
14.64,SDCS,2022-11-13,Cyber Strike,2021-10-07 00:00:00+00:00
13.32,SDFC,2022-11-13,Freezing Chains,2021-02-18 00:00:00+00:00
649.08,ANGU,2022-11-14,Ancient Guardians,2021-05-07 00:00:00+00:00
1392.34,BACH,2022-11-14,Battle of Chaos,2022-02-11 00:00:00+00:00
1200.42,BLVO,2022-11-14,Blazing Vortex,2021-02-04 00:00:00+00:00
1028.02,BODE,2022-11-14,Burst of Destiny,2021-11-05 00:00:00+00:00
443.45,BROL,2022-11-14,Brothers of Legend,2021-12-03 00:00:00+00:00
1017.73,DAMA,2022-11-14,Dawn of Majesty,2021-08-12 00:00:00+00:00
19.91,EGS1,2022-11-14,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
752.38,GEIM,2022-11-14,Genesis Impact,2020-12-18 00:00:00+00:00
1207.43,GFTP,2022-11-14,Ghosts From the Past,2021-04-16 00:00:00+00:00
1552.12,GRCR,2022-11-14,The Grand Creators,2022-01-28 00:00:00+00:00
1344.35,KICO,2022-11-14,Kings Court,2021-07-08 00:00:00+00:00
139.41,LED8,2022-11-14,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1685.25,LIOV,2022-11-14,Lightning Overdrive,2021-06-03 00:00:00+00:00
178.93,MGED,2022-11-14,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
127.99,MP21,2022-11-14,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
360.61,OP16,2022-11-14,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
304.89,OP17,2022-11-14,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
14.555,SDCS,2022-11-14,Cyber Strike,2021-10-07 00:00:00+00:00
13.41,SDFC,2022-11-14,Freezing Chains,2021-02-18 00:00:00+00:00
648.7,ANGU,2022-11-15,Ancient Guardians,2021-05-07 00:00:00+00:00
1387.23,BACH,2022-11-15,Battle of Chaos,2022-02-11 00:00:00+00:00
1199.17,BLVO,2022-11-15,Blazing Vortex,2021-02-04 00:00:00+00:00
1028.09,BODE,2022-11-15,Burst of Destiny,2021-11-05 00:00:00+00:00
445.23,BROL,2022-11-15,Brothers of Legend,2021-12-03 00:00:00+00:00
1016.0,DAMA,2022-11-15,Dawn of Majesty,2021-08-12 00:00:00+00:00
19.47,EGS1,2022-11-15,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
752.1,GEIM,2022-11-15,Genesis Impact,2020-12-18 00:00:00+00:00
1197.43,GFTP,2022-11-15,Ghosts From the Past,2021-04-16 00:00:00+00:00
1552.57,GRCR,2022-11-15,The Grand Creators,2022-01-28 00:00:00+00:00
1343.56,KICO,2022-11-15,Kings Court,2021-07-08 00:00:00+00:00
139.4,LED8,2022-11-15,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1685.28,LIOV,2022-11-15,Lightning Overdrive,2021-06-03 00:00:00+00:00
175.85,MGED,2022-11-15,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
127.16,MP21,2022-11-15,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
360.27,OP16,2022-11-15,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
304.58,OP17,2022-11-15,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
