sum,abbreviation,date,setname,releasedate
16.6,EGS1,2021-12-22,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
899.7,GEIM,2021-12-22,Genesis Impact,2020-12-18 00:00:00+00:00
1427.78,GFTP,2021-12-22,Ghosts From the Past,2021-04-16 00:00:00+00:00
1669.22,KICO,2021-12-22,Kings Court,2021-07-08 00:00:00+00:00
198.77,LED8,2021-12-22,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1476.93,LIOV,2021-12-22,Lightning Overdrive,2021-06-03 00:00:00+00:00
237.39,MGED,2021-12-22,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
189.55,MP21,2021-12-22,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
487.19,OP16,2021-12-22,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
405.53,OP17,2021-12-22,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
19.9,SDCS,2021-12-22,Cyber Strike,2021-10-07 00:00:00+00:00
15.6,SDFC,2021-12-22,Freezing Chains,2021-02-18 00:00:00+00:00
773.41,ANGU,2021-12-23,Ancient Guardians,2021-05-07 00:00:00+00:00
1370.22,BLVO,2021-12-23,Blazing Vortex,2021-02-04 00:00:00+00:00
1717.75,BODE,2021-12-23,Burst of Destiny,2021-11-05 00:00:00+00:00
804.69,BROL,2021-12-23,Brothers of Legend,2021-12-03 00:00:00+00:00
1416.28,DAMA,2021-12-23,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.54,EGS1,2021-12-23,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
899.43,GEIM,2021-12-23,Genesis Impact,2020-12-18 00:00:00+00:00
1428.08,GFTP,2021-12-23,Ghosts From the Past,2021-04-16 00:00:00+00:00
1667.79,KICO,2021-12-23,Kings Court,2021-07-08 00:00:00+00:00
195.32,LED8,2021-12-23,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1478.21,LIOV,2021-12-23,Lightning Overdrive,2021-06-03 00:00:00+00:00
234.87,MGED,2021-12-23,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
189.14,MP21,2021-12-23,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
485.14,OP16,2021-12-23,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
403.91,OP17,2021-12-23,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.59,SDCS,2021-12-23,Cyber Strike,2021-10-07 00:00:00+00:00
15.47,SDFC,2021-12-23,Freezing Chains,2021-02-18 00:00:00+00:00
773.62,ANGU,2021-12-24,Ancient Guardians,2021-05-07 00:00:00+00:00
1371.35,BLVO,2021-12-24,Blazing Vortex,2021-02-04 00:00:00+00:00
1699.28,BODE,2021-12-24,Burst of Destiny,2021-11-05 00:00:00+00:00
803.84,BROL,2021-12-24,Brothers of Legend,2021-12-03 00:00:00+00:00
1421.21,DAMA,2021-12-24,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.43,EGS1,2021-12-24,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
901.65,GEIM,2021-12-24,Genesis Impact,2020-12-18 00:00:00+00:00
1428.6,GFTP,2021-12-24,Ghosts From the Past,2021-04-16 00:00:00+00:00
1661.65,KICO,2021-12-24,Kings Court,2021-07-08 00:00:00+00:00
188.77,LED8,2021-12-24,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1482.03,LIOV,2021-12-24,Lightning Overdrive,2021-06-03 00:00:00+00:00
233.08,MGED,2021-12-24,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
185.45,MP21,2021-12-24,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
483.78,OP16,2021-12-24,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
401.19,OP17,2021-12-24,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.37,SDCS,2021-12-24,Cyber Strike,2021-10-07 00:00:00+00:00
15.41,SDFC,2021-12-24,Freezing Chains,2021-02-18 00:00:00+00:00
773.92,ANGU,2021-12-25,Ancient Guardians,2021-05-07 00:00:00+00:00
1368.42,BLVO,2021-12-25,Blazing Vortex,2021-02-04 00:00:00+00:00
1697.09,BODE,2021-12-25,Burst of Destiny,2021-11-05 00:00:00+00:00
805.92,BROL,2021-12-25,Brothers of Legend,2021-12-03 00:00:00+00:00
1422.79,DAMA,2021-12-25,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.38,EGS1,2021-12-25,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
902.85,GEIM,2021-12-25,Genesis Impact,2020-12-18 00:00:00+00:00
1427.85,GFTP,2021-12-25,Ghosts From the Past,2021-04-16 00:00:00+00:00
1662.22,KICO,2021-12-25,Kings Court,2021-07-08 00:00:00+00:00
181.71,LED8,2021-12-25,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1485.94,LIOV,2021-12-25,Lightning Overdrive,2021-06-03 00:00:00+00:00
230.63,MGED,2021-12-25,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
183.67,MP21,2021-12-25,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
483.44,OP16,2021-12-25,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
399.99,OP17,2021-12-25,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
19.54,SDCS,2021-12-25,Cyber Strike,2021-10-07 00:00:00+00:00
15.27,SDFC,2021-12-25,Freezing Chains,2021-02-18 00:00:00+00:00
773.18,ANGU,2021-12-26,Ancient Guardians,2021-05-07 00:00:00+00:00
1371.81,BLVO,2021-12-26,Blazing Vortex,2021-02-04 00:00:00+00:00
1705.79,BODE,2021-12-26,Burst of Destiny,2021-11-05 00:00:00+00:00
799.43,BROL,2021-12-26,Brothers of Legend,2021-12-03 00:00:00+00:00
1422.42,DAMA,2021-12-26,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.24,EGS1,2021-12-26,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
903.66,GEIM,2021-12-26,Genesis Impact,2020-12-18 00:00:00+00:00
1430.27,GFTP,2021-12-26,Ghosts From the Past,2021-04-16 00:00:00+00:00
1663.57,KICO,2021-12-26,Kings Court,2021-07-08 00:00:00+00:00
177.27,LED8,2021-12-26,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1485.13,LIOV,2021-12-26,Lightning Overdrive,2021-06-03 00:00:00+00:00
236.03,MGED,2021-12-26,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
190.3,MP21,2021-12-26,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
484.77,OP16,2021-12-26,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
399.2,OP17,2021-12-26,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.0,SDCS,2021-12-26,Cyber Strike,2021-10-07 00:00:00+00:00
15.15,SDFC,2021-12-26,Freezing Chains,2021-02-18 00:00:00+00:00
774.17,ANGU,2021-12-27,Ancient Guardians,2021-05-07 00:00:00+00:00
1369.8,BLVO,2021-12-27,Blazing Vortex,2021-02-04 00:00:00+00:00
1699.47,BODE,2021-12-27,Burst of Destiny,2021-11-05 00:00:00+00:00
797.81,BROL,2021-12-27,Brothers of Legend,2021-12-03 00:00:00+00:00
1423.6,DAMA,2021-12-27,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.22,EGS1,2021-12-27,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
900.26,GEIM,2021-12-27,Genesis Impact,2020-12-18 00:00:00+00:00
1427.92,GFTP,2021-12-27,Ghosts From the Past,2021-04-16 00:00:00+00:00
1661.12,KICO,2021-12-27,Kings Court,2021-07-08 00:00:00+00:00
188.06,LED8,2021-12-27,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1487.17,LIOV,2021-12-27,Lightning Overdrive,2021-06-03 00:00:00+00:00
240.71,MGED,2021-12-27,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
192.03,MP21,2021-12-27,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
484.84,OP16,2021-12-27,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
397.49,OP17,2021-12-27,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
19.79,SDCS,2021-12-27,Cyber Strike,2021-10-07 00:00:00+00:00
15.21,SDFC,2021-12-27,Freezing Chains,2021-02-18 00:00:00+00:00
775.77,ANGU,2021-12-28,Ancient Guardians,2021-05-07 00:00:00+00:00
1369.46,BLVO,2021-12-28,Blazing Vortex,2021-02-04 00:00:00+00:00
1692.23,BODE,2021-12-28,Burst of Destiny,2021-11-05 00:00:00+00:00
770.25,BROL,2021-12-28,Brothers of Legend,2021-12-03 00:00:00+00:00
1423.95,DAMA,2021-12-28,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.27,EGS1,2021-12-28,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
903.34,GEIM,2021-12-28,Genesis Impact,2020-12-18 00:00:00+00:00
1430.6,GFTP,2021-12-28,Ghosts From the Past,2021-04-16 00:00:00+00:00
1655.95,KICO,2021-12-28,Kings Court,2021-07-08 00:00:00+00:00
185.05,LED8,2021-12-28,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1488.55,LIOV,2021-12-28,Lightning Overdrive,2021-06-03 00:00:00+00:00
236.72,MGED,2021-12-28,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
194.18,MP21,2021-12-28,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
484.7,OP16,2021-12-28,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
398.74,OP17,2021-12-28,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.5,SDCS,2021-12-28,Cyber Strike,2021-10-07 00:00:00+00:00
15.1,SDFC,2021-12-28,Freezing Chains,2021-02-18 00:00:00+00:00
777.04,ANGU,2021-12-29,Ancient Guardians,2021-05-07 00:00:00+00:00
1367.44,BLVO,2021-12-29,Blazing Vortex,2021-02-04 00:00:00+00:00
1684.63,BODE,2021-12-29,Burst of Destiny,2021-11-05 00:00:00+00:00
752.11,BROL,2021-12-29,Brothers of Legend,2021-12-03 00:00:00+00:00
1419.04,DAMA,2021-12-29,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.21,EGS1,2021-12-29,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
907.26,GEIM,2021-12-29,Genesis Impact,2020-12-18 00:00:00+00:00
1432.5,GFTP,2021-12-29,Ghosts From the Past,2021-04-16 00:00:00+00:00
1655.55,KICO,2021-12-29,Kings Court,2021-07-08 00:00:00+00:00
184.68,LED8,2021-12-29,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1488.23,LIOV,2021-12-29,Lightning Overdrive,2021-06-03 00:00:00+00:00
226.54,MGED,2021-12-29,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
191.46,MP21,2021-12-29,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
480.58,OP16,2021-12-29,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
396.29,OP17,2021-12-29,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.98,SDCS,2021-12-29,Cyber Strike,2021-10-07 00:00:00+00:00
15.13,SDFC,2021-12-29,Freezing Chains,2021-02-18 00:00:00+00:00
779.13,ANGU,2021-12-30,Ancient Guardians,2021-05-07 00:00:00+00:00
1369.17,BLVO,2021-12-30,Blazing Vortex,2021-02-04 00:00:00+00:00
1676.21,BODE,2021-12-30,Burst of Destiny,2021-11-05 00:00:00+00:00
747.71,BROL,2021-12-30,Brothers of Legend,2021-12-03 00:00:00+00:00
1411.71,DAMA,2021-12-30,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.21,EGS1,2021-12-30,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
906.07,GEIM,2021-12-30,Genesis Impact,2020-12-18 00:00:00+00:00
1428.79,GFTP,2021-12-30,Ghosts From the Past,2021-04-16 00:00:00+00:00
1646.53,KICO,2021-12-30,Kings Court,2021-07-08 00:00:00+00:00
183.62,LED8,2021-12-30,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1487.02,LIOV,2021-12-30,Lightning Overdrive,2021-06-03 00:00:00+00:00
228.35,MGED,2021-12-30,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
190.85,MP21,2021-12-30,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
480.59,OP16,2021-12-30,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
399.85,OP17,2021-12-30,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.79,SDCS,2021-12-30,Cyber Strike,2021-10-07 00:00:00+00:00
15.11,SDFC,2021-12-30,Freezing Chains,2021-02-18 00:00:00+00:00
778.36,ANGU,2021-12-31,Ancient Guardians,2021-05-07 00:00:00+00:00
1369.23,BLVO,2021-12-31,Blazing Vortex,2021-02-04 00:00:00+00:00
1677.45,BODE,2021-12-31,Burst of Destiny,2021-11-05 00:00:00+00:00
749.98,BROL,2021-12-31,Brothers of Legend,2021-12-03 00:00:00+00:00
1409.65,DAMA,2021-12-31,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.31,EGS1,2021-12-31,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
905.62,GEIM,2021-12-31,Genesis Impact,2020-12-18 00:00:00+00:00
1428.77,GFTP,2021-12-31,Ghosts From the Past,2021-04-16 00:00:00+00:00
1641.91,KICO,2021-12-31,Kings Court,2021-07-08 00:00:00+00:00
184.45,LED8,2021-12-31,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1486.51,LIOV,2021-12-31,Lightning Overdrive,2021-06-03 00:00:00+00:00
222.04,MGED,2021-12-31,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
192.86,MP21,2021-12-31,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
477.83,OP16,2021-12-31,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
397.75,OP17,2021-12-31,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.63,SDCS,2021-12-31,Cyber Strike,2021-10-07 00:00:00+00:00
15.18,SDFC,2021-12-31,Freezing Chains,2021-02-18 00:00:00+00:00
777.46,ANGU,2022-01-01,Ancient Guardians,2021-05-07 00:00:00+00:00
1368.7,BLVO,2022-01-01,Blazing Vortex,2021-02-04 00:00:00+00:00
1679.75,BODE,2022-01-01,Burst of Destiny,2021-11-05 00:00:00+00:00
750.53,BROL,2022-01-01,Brothers of Legend,2021-12-03 00:00:00+00:00
1408.22,DAMA,2022-01-01,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.15,EGS1,2022-01-01,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
903.83,GEIM,2022-01-01,Genesis Impact,2020-12-18 00:00:00+00:00
1430.62,GFTP,2022-01-01,Ghosts From the Past,2021-04-16 00:00:00+00:00
1642.8,KICO,2022-01-01,Kings Court,2021-07-08 00:00:00+00:00
186.54,LED8,2022-01-01,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1475.26,LIOV,2022-01-01,Lightning Overdrive,2021-06-03 00:00:00+00:00
224.02,MGED,2022-01-01,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
196.25,MP21,2022-01-01,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
477.95,OP16,2022-01-01,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
397.67,OP17,2022-01-01,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.99,SDCS,2022-01-01,Cyber Strike,2021-10-07 00:00:00+00:00
15.31,SDFC,2022-01-01,Freezing Chains,2021-02-18 00:00:00+00:00
777.38,ANGU,2022-01-02,Ancient Guardians,2021-05-07 00:00:00+00:00
1368.49,BLVO,2022-01-02,Blazing Vortex,2021-02-04 00:00:00+00:00
1681.84,BODE,2022-01-02,Burst of Destiny,2021-11-05 00:00:00+00:00
753.68,BROL,2022-01-02,Brothers of Legend,2021-12-03 00:00:00+00:00
1408.71,DAMA,2022-01-02,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.28,EGS1,2022-01-02,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
898.0,GEIM,2022-01-02,Genesis Impact,2020-12-18 00:00:00+00:00
1433.31,GFTP,2022-01-02,Ghosts From the Past,2021-04-16 00:00:00+00:00
1638.71,KICO,2022-01-02,Kings Court,2021-07-08 00:00:00+00:00
186.17,LED8,2022-01-02,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1477.03,LIOV,2022-01-02,Lightning Overdrive,2021-06-03 00:00:00+00:00
225.46,MGED,2022-01-02,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
192.38,MP21,2022-01-02,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
477.29,OP16,2022-01-02,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
397.37,OP17,2022-01-02,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
21.21,SDCS,2022-01-02,Cyber Strike,2021-10-07 00:00:00+00:00
15.37,SDFC,2022-01-02,Freezing Chains,2021-02-18 00:00:00+00:00
775.24,ANGU,2022-01-03,Ancient Guardians,2021-05-07 00:00:00+00:00
1365.41,BLVO,2022-01-03,Blazing Vortex,2021-02-04 00:00:00+00:00
1675.76,BODE,2022-01-03,Burst of Destiny,2021-11-05 00:00:00+00:00
746.9,BROL,2022-01-03,Brothers of Legend,2021-12-03 00:00:00+00:00
1406.91,DAMA,2022-01-03,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.48,EGS1,2022-01-03,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
899.24,GEIM,2022-01-03,Genesis Impact,2020-12-18 00:00:00+00:00
1436.86,GFTP,2022-01-03,Ghosts From the Past,2021-04-16 00:00:00+00:00
1640.17,KICO,2022-01-03,Kings Court,2021-07-08 00:00:00+00:00
186.37,LED8,2022-01-03,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1479.33,LIOV,2022-01-03,Lightning Overdrive,2021-06-03 00:00:00+00:00
223.71,MGED,2022-01-03,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
189.92,MP21,2022-01-03,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
477.48,OP16,2022-01-03,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
397.69,OP17,2022-01-03,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
21.06,SDCS,2022-01-03,Cyber Strike,2021-10-07 00:00:00+00:00
15.33,SDFC,2022-01-03,Freezing Chains,2021-02-18 00:00:00+00:00
774.99,ANGU,2022-01-04,Ancient Guardians,2021-05-07 00:00:00+00:00
1361.59,BLVO,2022-01-04,Blazing Vortex,2021-02-04 00:00:00+00:00
1661.14,BODE,2022-01-04,Burst of Destiny,2021-11-05 00:00:00+00:00
743.98,BROL,2022-01-04,Brothers of Legend,2021-12-03 00:00:00+00:00
1400.1,DAMA,2022-01-04,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.42,EGS1,2022-01-04,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
897.54,GEIM,2022-01-04,Genesis Impact,2020-12-18 00:00:00+00:00
1430.89,GFTP,2022-01-04,Ghosts From the Past,2021-04-16 00:00:00+00:00
1639.46,KICO,2022-01-04,Kings Court,2021-07-08 00:00:00+00:00
183.94,LED8,2022-01-04,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1481.26,LIOV,2022-01-04,Lightning Overdrive,2021-06-03 00:00:00+00:00
221.53,MGED,2022-01-04,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
187.18,MP21,2022-01-04,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
476.24,OP16,2022-01-04,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
395.82,OP17,2022-01-04,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.68,SDCS,2022-01-04,Cyber Strike,2021-10-07 00:00:00+00:00
15.36,SDFC,2022-01-04,Freezing Chains,2021-02-18 00:00:00+00:00
775.25,ANGU,2022-01-05,Ancient Guardians,2021-05-07 00:00:00+00:00
1360.67,BLVO,2022-01-05,Blazing Vortex,2021-02-04 00:00:00+00:00
1651.69,BODE,2022-01-05,Burst of Destiny,2021-11-05 00:00:00+00:00
737.32,BROL,2022-01-05,Brothers of Legend,2021-12-03 00:00:00+00:00
1392.04,DAMA,2022-01-05,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.49,EGS1,2022-01-05,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
898.1,GEIM,2022-01-05,Genesis Impact,2020-12-18 00:00:00+00:00
1426.77,GFTP,2022-01-05,Ghosts From the Past,2021-04-16 00:00:00+00:00
1632.73,KICO,2022-01-05,Kings Court,2021-07-08 00:00:00+00:00
179.45,LED8,2022-01-05,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1479.78,LIOV,2022-01-05,Lightning Overdrive,2021-06-03 00:00:00+00:00
217.01,MGED,2022-01-05,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
187.71,MP21,2022-01-05,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
476.89,OP16,2022-01-05,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
391.7,OP17,2022-01-05,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.57,SDCS,2022-01-05,Cyber Strike,2021-10-07 00:00:00+00:00
15.52,SDFC,2022-01-05,Freezing Chains,2021-02-18 00:00:00+00:00
775.13,ANGU,2022-01-06,Ancient Guardians,2021-05-07 00:00:00+00:00
1352.73,BLVO,2022-01-06,Blazing Vortex,2021-02-04 00:00:00+00:00
1653.4,BODE,2022-01-06,Burst of Destiny,2021-11-05 00:00:00+00:00
735.01,BROL,2022-01-06,Brothers of Legend,2021-12-03 00:00:00+00:00
1389.0,DAMA,2022-01-06,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.54,EGS1,2022-01-06,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
894.67,GEIM,2022-01-06,Genesis Impact,2020-12-18 00:00:00+00:00
1425.93,GFTP,2022-01-06,Ghosts From the Past,2021-04-16 00:00:00+00:00
1625.75,KICO,2022-01-06,Kings Court,2021-07-08 00:00:00+00:00
177.77,LED8,2022-01-06,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1477.64,LIOV,2022-01-06,Lightning Overdrive,2021-06-03 00:00:00+00:00
217.05,MGED,2022-01-06,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
184.84,MP21,2022-01-06,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
477.76,OP16,2022-01-06,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
388.22,OP17,2022-01-06,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
21.17,SDCS,2022-01-06,Cyber Strike,2021-10-07 00:00:00+00:00
15.49,SDFC,2022-01-06,Freezing Chains,2021-02-18 00:00:00+00:00
773.86,ANGU,2022-01-07,Ancient Guardians,2021-05-07 00:00:00+00:00
1349.86,BLVO,2022-01-07,Blazing Vortex,2021-02-04 00:00:00+00:00
1649.86,BODE,2022-01-07,Burst of Destiny,2021-11-05 00:00:00+00:00
732.49,BROL,2022-01-07,Brothers of Legend,2021-12-03 00:00:00+00:00
1390.93,DAMA,2022-01-07,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.47,EGS1,2022-01-07,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
893.96,GEIM,2022-01-07,Genesis Impact,2020-12-18 00:00:00+00:00
1423.02,GFTP,2022-01-07,Ghosts From the Past,2021-04-16 00:00:00+00:00
1623.16,KICO,2022-01-07,Kings Court,2021-07-08 00:00:00+00:00
177.58,LED8,2022-01-07,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1478.34,LIOV,2022-01-07,Lightning Overdrive,2021-06-03 00:00:00+00:00
206.41,MGED,2022-01-07,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
187.17,MP21,2022-01-07,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
474.34,OP16,2022-01-07,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
368.6,OP17,2022-01-07,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.82,SDCS,2022-01-07,Cyber Strike,2021-10-07 00:00:00+00:00
15.49,SDFC,2022-01-07,Freezing Chains,2021-02-18 00:00:00+00:00
774.07,ANGU,2022-01-08,Ancient Guardians,2021-05-07 00:00:00+00:00
1350.58,BLVO,2022-01-08,Blazing Vortex,2021-02-04 00:00:00+00:00
1633.59,BODE,2022-01-08,Burst of Destiny,2021-11-05 00:00:00+00:00
733.27,BROL,2022-01-08,Brothers of Legend,2021-12-03 00:00:00+00:00
1389.93,DAMA,2022-01-08,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.46,EGS1,2022-01-08,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
894.21,GEIM,2022-01-08,Genesis Impact,2020-12-18 00:00:00+00:00
1418.48,GFTP,2022-01-08,Ghosts From the Past,2021-04-16 00:00:00+00:00
1621.23,KICO,2022-01-08,Kings Court,2021-07-08 00:00:00+00:00
176.75,LED8,2022-01-08,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1476.38,LIOV,2022-01-08,Lightning Overdrive,2021-06-03 00:00:00+00:00
203.2,MGED,2022-01-08,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
185.79,MP21,2022-01-08,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
473.93,OP16,2022-01-08,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
386.89,OP17,2022-01-08,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
20.56,SDCS,2022-01-08,Cyber Strike,2021-10-07 00:00:00+00:00
15.4,SDFC,2022-01-08,Freezing Chains,2021-02-18 00:00:00+00:00
772.99,ANGU,2022-01-09,Ancient Guardians,2021-05-07 00:00:00+00:00
1359.38,BLVO,2022-01-09,Blazing Vortex,2021-02-04 00:00:00+00:00
1626.09,BODE,2022-01-09,Burst of Destiny,2021-11-05 00:00:00+00:00
735.75,BROL,2022-01-09,Brothers of Legend,2021-12-03 00:00:00+00:00
1389.78,DAMA,2022-01-09,Dawn of Majesty,2021-08-12 00:00:00+00:00
16.44,EGS1,2022-01-09,Egyptian God Deck: Slifer the Sky Dragon,2021-06-17 00:00:00+00:00
895.24,GEIM,2022-01-09,Genesis Impact,2020-12-18 00:00:00+00:00
1419.36,GFTP,2022-01-09,Ghosts From the Past,2021-04-16 00:00:00+00:00
1623.73,KICO,2022-01-09,Kings Court,2021-07-08 00:00:00+00:00
180.13,LED8,2022-01-09,Legendary Duelists: Synchro Storm,2021-10-29 00:00:00+00:00
1477.19,LIOV,2022-01-09,Lightning Overdrive,2021-06-03 00:00:00+00:00
205.94,MGED,2022-01-09,Maximum Gold: El Dorado,2021-11-19 00:00:00+00:00
184.68,MP21,2022-01-09,2021 Tin of Ancient Battles,2021-09-16 00:00:00+00:00
474.49,OP16,2022-01-09,OTS Tournament Pack 16,2021-06-09 00:00:00+00:00
385.95,OP17,2022-01-09,OTS Tournament Pack 17,2021-10-13 00:00:00+00:00
