rarity,imageUrl,tcgplayerUrl,tcg_product_id
Common,https://tcgplayer-cdn.tcgplayer.com/product/79878_200w.jpg,https://www.tcgplayer.com/product/79878/yugioh-star-pack-2014-number-c39-utopia-ray,79878
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/72455_200w.jpg,https://www.tcgplayer.com/product/72455/yugioh-shadow-specters-battlin-boxing-spirits,72455
Mosaic Rare,https://tcgplayer-cdn.tcgplayer.com/product/69604_200w.jpg,https://www.tcgplayer.com/product/69604/yugioh-battle-pack-2-war-of-the-giants-axe-of-fools-mosaic-rare,69604
Common,https://tcgplayer-cdn.tcgplayer.com/product/69219_200w.jpg,https://www.tcgplayer.com/product/69219/yugioh-battle-pack-2-war-of-the-giants-dandylion,69219
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/78016_200w.jpg,https://www.tcgplayer.com/product/78016/yugioh-astral-pack-2-geargiaccelerator,78016
Common,https://tcgplayer-cdn.tcgplayer.com/product/78028_200w.jpg,https://www.tcgplayer.com/product/78028/yugioh-astral-pack-2-light-and-darkness-dragon,78028
Common,https://tcgplayer-cdn.tcgplayer.com/product/67134_200w.jpg,https://www.tcgplayer.com/product/67134/yugioh-structure-deck-realm-of-the-sea-emperor-snowman-eater,67134
Common,https://tcgplayer-cdn.tcgplayer.com/product/66979_200w.jpg,https://www.tcgplayer.com/product/66979/yugioh-legendary-collection-3-yugis-world-mask-of-restrict,66979
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/66845_200w.jpg,https://www.tcgplayer.com/product/66845/yugioh-legendary-collection-3-yugis-world-berfomet,66845
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/66852_200w.jpg,https://www.tcgplayer.com/product/66852/yugioh-legendary-collection-3-yugis-world-chimera-the-flying-mythical-beast,66852
Common,https://tcgplayer-cdn.tcgplayer.com/product/59188_200w.jpg,https://www.tcgplayer.com/product/59188/yugioh-battle-pack-epic-dawn-snowman-eater,59188
Starfoil Rare,https://tcgplayer-cdn.tcgplayer.com/product/69781_200w.jpg,https://www.tcgplayer.com/product/69781/yugioh-battle-pack-epic-dawn-guardian-sphinx-starfoil,69781
Common,https://tcgplayer-cdn.tcgplayer.com/product/59344_200w.jpg,https://www.tcgplayer.com/product/59344/yugioh-battle-pack-epic-dawn-psi-blocker,59344
Common,https://tcgplayer-cdn.tcgplayer.com/product/56786_200w.jpg,https://www.tcgplayer.com/product/56786/yugioh-legendary-collection-2-destiny-hero-dunker,56786
Common,https://tcgplayer-cdn.tcgplayer.com/product/66749_200w.jpg,https://www.tcgplayer.com/product/66749/yugioh-turbo-pack-booster-six-gemini-spark,66749
Common,https://tcgplayer-cdn.tcgplayer.com/product/47559_200w.jpg,https://www.tcgplayer.com/product/47559/yugioh-gold-series-4-pyramids-edition-versago-the-destroyer,47559
Common,https://tcgplayer-cdn.tcgplayer.com/product/47558_200w.jpg,https://www.tcgplayer.com/product/47558/yugioh-gold-series-4-pyramids-edition-beastking-of-the-swamps,47558
Common,https://tcgplayer-cdn.tcgplayer.com/product/47142_200w.jpg,https://www.tcgplayer.com/product/47142/yugioh-structure-deck-lost-sanctuary-soul-of-purity-and-light,47142
Common,https://tcgplayer-cdn.tcgplayer.com/product/39312_200w.jpg,https://www.tcgplayer.com/product/39312/yugioh-storm-of-ragnarok-tyrants-tirade,39312
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/39319_200w.jpg,https://www.tcgplayer.com/product/39319/yugioh-storm-of-ragnarok-watthydra,39319
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/252565_200w.jpg,https://www.tcgplayer.com/product/252565/yugioh-burst-of-destiny-lord-of-the-heavenly-prison,252565
Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227443_200w.jpg,https://www.tcgplayer.com/product/227443/yugioh-maximum-gold-parlor-dragonmaid,227443
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/131196_200w.jpg,https://www.tcgplayer.com/product/131196/yugioh-maximum-crisis-unending-nightmare,131196
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/127831_200w.jpg,https://www.tcgplayer.com/product/127831/yugioh-fusion-enforcers-king-of-the-swamp,127831
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/58160_200w.jpg,https://www.tcgplayer.com/product/58160/yugioh-2012-premium-collection-tin-void-ogre-dragon,58160
Rare,https://tcgplayer-cdn.tcgplayer.com/product/254446_200w.jpg,https://www.tcgplayer.com/product/254446/yugioh-maximum-gold-el-dorado-cynet-mining,254446
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/252551_200w.jpg,https://www.tcgplayer.com/product/252551/yugioh-burst-of-destiny-floowandereeze-and-empen,252551
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/249098_200w.jpg,https://www.tcgplayer.com/product/249098/yugioh-2021-tin-of-ancient-battles-nadir-servant,249098
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/235729_200w.jpg,https://www.tcgplayer.com/product/235729/yugioh-ghosts-from-the-past-sunavalon-dryas,235729
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/194275_200w.jpg,https://www.tcgplayer.com/product/194275/yugioh-the-lost-art-promotion-soul-drain,194275
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/228666_200w.jpg,https://www.tcgplayer.com/product/228666/yugioh-genesis-impact-meteonis-drytron,228666
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/228648_200w.jpg,https://www.tcgplayer.com/product/228648/yugioh-genesis-impact-evil-twins-ki-sikil-and-lil-la,228648
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/228137_200w.jpg,https://www.tcgplayer.com/product/228137/yugioh-speed-duel-battle-city-box-the-winged-dragon-of-ra,228137
Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227420_200w.jpg,https://www.tcgplayer.com/product/227420/yugioh-maximum-gold-tour-guide-from-the-underworld,227420
Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227439_200w.jpg,https://www.tcgplayer.com/product/227439/yugioh-maximum-gold-nibiru-the-primal-being,227439
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/213339_200w.jpg,https://www.tcgplayer.com/product/213339/yugioh-eternity-code-gizmek-uka-the-festive-fox-of-fecundity,213339
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/199638_200w.jpg,https://www.tcgplayer.com/product/199638/yugioh-legendary-duelists-immortal-destiny-supay-duskwalker,199638
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/173543_200w.jpg,https://www.tcgplayer.com/product/173543/yugioh-shadows-in-valhalla-shaddoll-fusion,173543
Common,https://tcgplayer-cdn.tcgplayer.com/product/147057_200w.jpg,https://www.tcgplayer.com/product/147057/yugioh-legendary-dragon-decks-chimeratech-fortress-dragon,147057
