date,difference,first_date,first_price,high,last_date,last_price,low,market,mid,name,number,p_change,period,product_id,set_name,sub_type,tcg_product_id,updated_at
2023-05-28 11:21:53.607546,1.21,2023-04-03 00:00:00.000000,0.865,3.24,2023-10-01 00:00:00.000000,2.075,1.05,1.15,1.82,Mask of Restrict,LCYW-EN179,0.5831325301204819,180,21256,Legendary Collection 3: Yugi's World Mega Pack,Unlimited,66979,2012-09-27 00:00:00+00:00
2023-05-28 11:11:17.134868,0.785,2023-04-03 00:00:00.000000,0.58,9.98,2023-10-01 00:00:00.000000,1.365,0.26,1.01,1.0,Berfomet,LCYW-EN045,0.575091575091575,180,8291,Legendary Collection 3: Yugi's World Mega Pack,1st Edition,66845,2012-09-27 00:00:00+00:00
2023-05-28 11:11:15.582820,5.02,2023-04-03 00:00:00.000000,0.71,9.98,2023-10-01 00:00:00.000000,5.73,0.42,2.4,2.01,Chimera the Flying Mythical Beast,LCYW-EN052,0.8760907504363001,180,8258,Legendary Collection 3: Yugi's World Mega Pack,1st Edition,66852,2012-09-27 00:00:00+00:00
2023-05-05 11:09:45.482547,2.275,2023-04-03 00:00:00.000000,0.63,2.79,2023-10-01 00:00:00.000000,2.905,0.5,0.94,0.94,Snowman Eater,BP01-EN064,0.7831325301204819,180,6404,Battle Pack: Epic Dawn,1st Edition,59188,2012-05-24 00:00:00+00:00
2023-05-03 11:41:07.956123,1.05,2023-04-03 00:00:00.000000,0.61,1.98,2023-10-01 00:00:00.000000,1.66,0.29,0.28,1.3,Guardian Sphinx,BP01-EN130,0.6325301204819277,180,12419,Battle Pack: Epic Dawn,Unlimited,69781,2012-05-24 00:00:00+00:00
2023-04-08 11:05:02.699861,1.64,2023-04-03 00:00:00.000000,0.495,2.0,2023-10-01 00:00:00.000000,2.135,0.29,0.5,0.58,Psi-Blocker,BP01-EN220,0.7681498829039812,180,2839,Battle Pack: Epic Dawn,1st Edition,59344,2012-05-24 00:00:00+00:00
2023-09-26 10:23:12.576537,0.815,2023-04-03 00:00:00.000000,0.905,1.19,2023-10-01 00:00:00.000000,1.72,0.43,0.69,0.65,Destiny HERO - Dunker,LCGX-EN135,0.4738372093023256,180,27409,Legendary Collection 2: The Duel Academy Years Mega Pack,Unlimited,56786,2011-10-04 00:00:00+00:00
2023-07-12 11:17:49.947556,3.15,2023-04-03 00:00:00.000000,0.77,9.0,2023-10-01 00:00:00.000000,3.92,3.89,2.54,4.98,Gemini Spark,TU06-EN018,0.8035714285714286,180,16747,Turbo Pack: Booster Six,Unlimited,66749,2011-08-04 00:00:00+00:00
2023-04-06 11:04:29.484276,0.87,2023-04-03 00:00:00.000000,0.95,4.77,2023-10-01 00:00:00.000000,1.82,0.5,0.95,1.84,Versago the Destroyer,GLD4-EN006,0.47802197802197804,180,1941,Gold Series 4: Pyramids Edition,Limited,47559,2011-06-22 00:00:00+00:00
2023-04-29 11:02:42.495961,6.48,2023-04-03 00:00:00.000000,0.81,4.87,2023-10-01 00:00:00.000000,7.29,0.7,0.73,1.46,Beastking of the Swamps,GLD4-EN005,0.8888888888888888,180,356,Gold Series 4: Pyramids Edition,Limited,47558,2011-06-22 00:00:00+00:00
2023-05-15 11:05:04.954141,0.99,2023-04-03 00:00:00.000000,0.84,5.0,2023-10-01 00:00:00.000000,1.83,0.5,1.05,1.61,Soul of Purity and Light,SDLS-EN016,0.5409836065573771,180,1938,Lost Sanctuary Structure Deck,1st Edition,47142,2011-06-14 00:00:00+00:00
2023-05-30 11:22:25.322130,0.79,2023-04-03 00:00:00.000000,0.24,5.0,2023-10-01 00:00:00.000000,1.03,0.05,0.59,0.58,Tyrant's Tirade,STOR-EN078,0.7669902912621359,180,20227,Storm of Ragnarok,Unlimited,39312,2011-02-08 00:00:00+00:00
2023-06-04 11:11:46.456577,0.855,2023-04-03 00:00:00.000000,0.915,6.99,2023-10-01 00:00:00.000000,1.77,0.26,0.7,0.77,Watthydra,STOR-EN044,0.4830508474576271,180,8482,Storm of Ragnarok,1st Edition,39319,2011-02-08 00:00:00+00:00
2023-09-30 11:07:52.480070,1.98,2023-09-23 00:00:00.000000,3.27,60.0,2023-10-01 00:00:00.000000,5.25,2.5,5.17,5.19,Lord of the Heavenly Prison,BODE-EN030,0.37714285714285717,7,30576,Burst of Destiny,1st Edition,252565,2021-11-05 00:00:00+00:00
2023-09-29 11:11:18.650725,2.25,2023-09-23 00:00:00.000000,3.92,19.99,2023-10-01 00:00:00.000000,6.17,2.49,5.9,4.75,Parlor Dragonmaid,MAGO-EN023,0.3646677471636953,7,28675,Maximum Gold,1st Edition,227443,2020-11-12 00:00:00+00:00
2023-09-30 11:26:09.404336,2.08,2023-09-23 00:00:00.000000,2.3,24.99,2023-10-01 00:00:00.000000,4.38,11.0,5.73,15.99,Unending Nightmare,MACR-EN079,0.4748858447488584,7,22757,Maximum Crisis,1st Edition,131196,2017-05-04 00:00:00+00:00
2023-10-01 11:17:18.426991,1.84,2023-09-23 00:00:00.000000,5.63,29.98,2023-10-01 00:00:00.000000,7.47,7.2,9.37,15.87,King of the Swamp,FUEN-EN040,0.2463186077643909,7,6875,Fusion Enforcers,1st Edition,127831,2017-02-23 00:00:00+00:00
2023-09-25 10:11:59.292638,7.61,2023-09-23 00:00:00.000000,2.95,20.0,2023-10-01 00:00:00.000000,10.56,12.0,6.6,18.99,Void Ogre Dragon,PRC1-EN021,0.7206439393939394,7,10893,Premium Collection Tin,1st Edition,58160,2012-03-15 00:00:00+00:00
2023-09-17 10:23:37.463401,1.55,2023-09-13 00:00:00.000000,3.14,10.0,2023-10-01 00:00:00.000000,4.69,2.11,3.6,3.5,Cynet Mining,MGED-EN148,0.3304904051172708,30,30842,Maximum Gold: El Dorado,1st Edition,254446,2021-11-19 00:00:00+00:00
2023-09-18 10:24:21.539234,7.27,2023-09-13 00:00:00.000000,3.57,25.75,2023-10-01 00:00:00.000000,10.84,4.2,4.4,9.45,Floowandereeze & Empen,BODE-EN017,0.6706642066420664,30,30562,Burst of Destiny,1st Edition,252551,2021-11-05 00:00:00+00:00
2023-09-21 10:48:00.484453,1.53,2023-09-13 00:00:00.000000,4.37,50.0,2023-10-01 00:00:00.000000,5.9,3.0,4.62,6.52,Nadir Servant,MP21-EN135,0.2593220338983051,30,30363,2021 Tin of Ancient Battles,1st Edition,249098,2021-09-16 00:00:00+00:00
2023-09-25 10:25:52.473840,3.89,2023-09-13 00:00:00.000000,4.85,49.99,2023-10-01 00:00:00.000000,8.74,9.0,8.75,15.98,Sunavalon Dryas,GFTP-EN018,0.4450800915331808,30,29557,Ghosts From the Past,1st Edition,235729,2021-04-16 00:00:00+00:00
2023-09-21 10:28:47.426119,3.06,2023-09-13 00:00:00.000000,4.42,24.99,2023-10-01 00:00:00.000000,7.48,3.5,4.87,7.5,Soul Drain,LART-EN011,0.4090909090909091,30,22503,The Lost Art Promotion 2021,Limited,194275,2021-01-01 00:00:00+00:00
2023-09-28 10:23:19.875775,1.58,2023-09-13 00:00:00.000000,5.4,29.97,2023-10-01 00:00:00.000000,6.98,5.0,7.22,8.64,Meteonis Drytron,GEIM-EN032,0.22636103151862463,30,29078,Genesis Impact,1st Edition,228666,2020-12-18 00:00:00+00:00
2023-09-19 10:22:22.698964,3.17,2023-09-13 00:00:00.000000,6.82,39.95,2023-10-01 00:00:00.000000,9.99,5.0,7.38,8.24,Evil Twins Ki-sikil & Lil-la,GEIM-EN017,0.3173173173173173,30,26657,Genesis Impact,1st Edition,228648,2020-12-18 00:00:00+00:00
2023-09-15 10:22:47.537881,2.13,2023-09-13 00:00:00.000000,6.96,49.99,2023-10-01 00:00:00.000000,9.09,4.5,7.02,7.46,The Winged Dragon of Ra,SBCB-EN203,0.23432343234323433,30,26660,Speed Duel: Battle City Box,1st Edition,228137,2020-12-11 00:00:00+00:00
2023-09-27 10:26:16.545238,1.63,2023-09-13 00:00:00.000000,6.63,15.0,2023-10-01 00:00:00.000000,8.26,5.89,8.2,8.06,Tour Guide From the Underworld,MAGO-EN007,0.1973365617433414,30,28652,Maximum Gold,1st Edition,227420,2020-11-12 00:00:00+00:00
2023-09-27 10:26:17.835931,1.97,2023-09-13 00:00:00.000000,6.0,49.99,2023-10-01 00:00:00.000000,7.97,5.0,6.88,7.2,"Nibiru, the Primal Being",MAGO-EN019,0.24717691342534504,30,28671,Maximum Gold,1st Edition,227439,2020-11-12 00:00:00+00:00
2023-09-13 15:07:33.354642,2.97,2023-09-13 00:00:00.000000,1.23,20.0,2023-10-01 00:00:00.000000,4.2,0.98,1.23,2.38,"Gizmek Uka, the Festive Fox of Fecundity",ETCO-EN031,0.7071428571428572,30,13393,Eternity Code,1st Edition,213339,2020-04-30 00:00:00+00:00
2023-09-30 11:17:26.414380,4.82,2023-09-13 00:00:00.000000,6.97,39.99,2023-10-01 00:00:00.000000,11.79,13.99,11.66,18.5,"Supay, Duskwalker",LED5-EN025,0.40882103477523324,30,9299,Legendary Duelist: Immortal Destiny,1st Edition,199638,2019-09-27 00:00:00+00:00
2023-09-13 15:12:20.912873,1.75,2023-09-13 00:00:00.000000,3.41,19.99,2023-10-01 00:00:00.000000,5.16,2.12,3.41,6.47,Shaddoll Fusion,SHVA-EN057,0.3391472868217054,30,18773,Shadows in Valhalla,1st Edition,173543,2018-08-17 00:00:00+00:00
2023-09-17 10:02:36.056459,1.84,2023-09-13 00:00:00.000000,3.27,9.99,2023-10-01 00:00:00.000000,5.11,0.95,3.69,3.54,Chimeratech Fortress Dragon,LEDD-ENB28,0.36007827788649704,30,585,Legendary Dragon Decks,1st Edition,147057,2017-10-06 00:00:00+00:00
2023-09-24 10:09:38.302507,1.5,2023-09-13 00:00:00.000000,5.3,22.93,2023-10-01 00:00:00.000000,6.8,5.74,5.71,7.95,Odd-Eyes Arc Pendulum Dragon,LEDD-ENC00,0.22058823529411764,30,9258,Legendary Dragon Decks,1st Edition,147062,2017-10-06 00:00:00+00:00
2023-09-26 10:13:05.922192,3.64,2023-09-13 00:00:00.000000,6.43,41.99,2023-10-01 00:00:00.000000,10.07,8.0,9.7,10.75,White Aura Whale,BLLR-EN020,0.3614697120158888,30,13175,Battles of Legend: Light's Revenge,1st Edition,136809,2017-07-06 00:00:00+00:00
2023-09-19 10:16:02.461297,1.9,2023-09-13 00:00:00.000000,4.645,29.99,2023-10-01 00:00:00.000000,6.545,5.25,4.73,7.89,Red-Eyes Insight,INOV-EN060,0.2902979373567609,30,17764,Invasion: Vengeance,Unlimited,124762,2016-11-03 00:00:00+00:00
2023-09-17 10:14:11.358161,3.53,2023-09-13 00:00:00.000000,3.25,14.99,2023-10-01 00:00:00.000000,6.78,8.9,8.04,9.89,Majesty's Pegasus,DOCS-EN058,0.5206489675516224,30,17521,Dimension of Chaos,1st Edition,107695,2015-11-06 00:00:00+00:00
2023-09-17 10:14:07.086801,2.73,2023-09-13 00:00:00.000000,3.87,14.9,2023-10-01 00:00:00.000000,6.6,9.99,6.57,12.95,Majespecter Cyclone,DOCS-EN060,0.41363636363636364,30,17424,Dimension of Chaos,1st Edition,107697,2015-11-06 00:00:00+00:00
2023-09-29 11:21:33.012335,1.61,2023-09-13 00:00:00.000000,2.61,64.99,2023-10-01 00:00:00.000000,4.22,2.3,4.6,4.69,Raiza the Mega Monarch,MP15-EN091,0.3815165876777251,30,11290,2015 Mega-Tins Mega Pack,1st Edition,105229,2015-09-18 00:00:00+00:00
2023-09-25 10:11:09.982982,1.65,2023-09-13 00:00:00.000000,2.04,10.95,2023-10-01 00:00:00.000000,3.69,8.25,2.87,9.53,Infernoid Harmadik,MP15-EN204,0.44715447154471544,30,9677,2015 Mega-Tins Mega Pack,1st Edition,105393,2015-09-18 00:00:00+00:00
2023-09-18 10:14:56.712052,5.375,2023-09-13 00:00:00.000000,6.185,20.55,2023-10-01 00:00:00.000000,11.56,16.01,12.62,18.99,Void Imagination,CORE-EN063,0.4649653979238754,30,17300,Clash of Rebellions,1st Edition,102482,2015-08-17 00:00:00+00:00
2023-09-26 10:10:53.276539,2.99,2023-09-13 00:00:00.000000,2.29,9.5,2023-10-01 00:00:00.000000,5.28,8.0,3.78,9.45,Infernoid Pirmais,CROS-EN030,0.5662878787878788,30,9611,Crossed Souls,Unlimited,98429,2015-05-15 00:00:00+00:00
2023-09-14 10:16:24.773651,5.04,2023-09-13 00:00:00.000000,4.78,15.99,2023-10-01 00:00:00.000000,9.82,4.07,4.06,8.35,Void Vanishment,CROS-EN061,0.5132382892057027,30,17290,Crossed Souls,Unlimited,98463,2015-05-15 00:00:00+00:00
2023-09-23 10:10:52.336554,2.11,2023-09-13 00:00:00.000000,1.815,10.0,2023-10-01 00:00:00.000000,3.925,8.44,4.52,9.0,Infernoid Harmadik,SECE-EN014,0.5375796178343949,30,9768,Secrets of Eternity,1st Edition,95524,2015-01-16 00:00:00+00:00
2023-07-02 11:27:58.618036,1.56,2023-07-02 00:00:00.000000,2.32,6.99,2023-10-01 00:00:00.000000,3.88,1.25,2.32,2.25,Number 41: Bagooska the Terribly Tired Tapir,MGED-EN090,0.4020618556701031,90,30767,Maximum Gold: El Dorado,1st Edition,254329,2021-11-19 00:00:00+00:00
2023-07-30 11:25:57.897824,2.25,2023-07-02 00:00:00.000000,5.51,15.99,2023-10-01 00:00:00.000000,7.76,4.0,6.85,7.0,Shooting Majestic Star Dragon,DAMA-EN039,0.28994845360824745,90,30097,Dawn of Majesty,1st Edition,245793,2021-08-12 00:00:00+00:00
2023-07-06 11:29:46.456434,3.43,2023-07-02 00:00:00.000000,2.39,49.99,2023-10-01 00:00:00.000000,5.82,1.75,2.19,4.0,Branded Opening,DAMA-EN054,0.5893470790378007,90,30112,Dawn of Majesty,1st Edition,245808,2021-08-12 00:00:00+00:00
2023-10-01 11:11:27.981723,2.43,2023-07-02 00:00:00.000000,2.52,24.99,2023-10-01 00:00:00.000000,4.95,2.45,4.95,5.0,Blackwing Full Armor Master,LDS2-EN044,0.4909090909090909,90,29180,Legendary Duelists: Season 2,1st Edition,230285,2021-01-22 00:00:00+00:00
2023-09-19 10:16:35.867959,1.98,2023-07-02 00:00:00.000000,3.44,49.99,2023-10-01 00:00:00.000000,5.42,4.65,4.3,7.0,Super Rejuvenation,LART-EN013,0.36531365313653136,90,18519,The Lost Art Promotion 2021,Limited,206963,2021-01-01 00:00:00+00:00
2023-08-08 11:25:58.782549,4.47,2023-07-02 00:00:00.000000,4.66,30.0,2023-10-01 00:00:00.000000,9.13,4.7,4.93,9.99,Offerings to the Doomed,LART-EN017,0.4895947426067908,90,26398,The Lost Art Promotion 2021,Limited,216501,2021-01-01 00:00:00+00:00
2023-07-14 11:27:07.170632,2.49,2023-07-02 00:00:00.000000,2.89,44.88,2023-10-01 00:00:00.000000,5.38,1.75,2.53,4.01,"Zoroa, the Magistus of Flame",GEIM-EN002,0.4628252788104089,90,26655,Genesis Impact,1st Edition,228627,2020-12-18 00:00:00+00:00
2023-09-26 10:24:15.850935,1.79,2023-07-02 00:00:00.000000,6.99,49.98,2023-10-01 00:00:00.000000,8.78,7.93,8.29,13.9,Metaverse (Secret),SBCB-EN020,0.20387243735763097,90,28843,Speed Duel: Battle City Box,1st Edition,227910,2020-12-11 00:00:00+00:00
2023-09-26 10:24:22.256225,5.31,2023-07-02 00:00:00.000000,6.86,35.99,2023-10-01 00:00:00.000000,12.17,12.0,11.95,15.31,Cosmic Cyclone (Secret),SBCB-EN142,0.4363188167625308,90,28994,Speed Duel: Battle City Box,1st Edition,228070,2020-12-11 00:00:00+00:00
2023-08-10 11:26:30.607577,3.33,2023-07-02 00:00:00.000000,1.74,9.99,2023-10-01 00:00:00.000000,5.07,0.99,2.63,2.58,Tour Guide From the Underworld (Alternate Art),MAGO-EN007,0.6568047337278107,90,28653,Maximum Gold,1st Edition,227421,2020-11-12 00:00:00+00:00
2023-08-10 11:26:30.518051,2.12,2023-07-02 00:00:00.000000,6.85,29.99,2023-10-01 00:00:00.000000,8.97,6.0,8.47,9.9,Droll & Lock Bird (Alternate Art),MAGO-EN006,0.23634336677814938,90,28651,Maximum Gold,1st Edition,227419,2020-11-12 00:00:00+00:00
2023-09-24 10:19:17.816841,1.82,2023-07-02 00:00:00.000000,3.08,10.0,2023-10-01 00:00:00.000000,4.9,3.5,5.11,6.0,Fantastical Dragon Phantazmay,MP20-EN012,0.37142857142857144,90,23579,2020 Tin of Lost Memories,1st Edition,220688,2020-08-27 00:00:00+00:00
2023-09-29 11:34:29.991647,11.85,2023-07-02 00:00:00.000000,2.49,39.99,2023-10-01 00:00:00.000000,14.34,13.0,14.98,16.49,Unchained Soul of Rage,MP20-EN173,0.8263598326359832,90,25804,2020 Tin of Lost Memories,1st Edition,220928,2020-08-27 00:00:00+00:00
2023-09-28 10:46:10.926032,21.55,2023-07-02 00:00:00.000000,5.34,59.99,2023-10-01 00:00:00.000000,26.89,27.0,31.9,30.5,Abomination's Prison,MP20-EN182,0.8014131647452585,90,26328,2020 Tin of Lost Memories,1st Edition,220942,2020-08-27 00:00:00+00:00
2023-08-13 11:22:48.719018,1.93,2023-07-02 00:00:00.000000,5.14,16.99,2023-10-01 00:00:00.000000,7.07,5.0,6.05,7.82,Infernoble Knight Emperor Charles,ROTD-EN042,0.272984441301273,90,25827,Rise of the Duelist,1st Edition,218918,2020-08-06 00:00:00+00:00
2023-08-16 11:23:47.395131,1.65,2023-07-02 00:00:00.000000,4.94,19.36,2023-10-01 00:00:00.000000,6.59,3.5,5.71,5.35,Red-Eyes Insight,LDS1-EN019,0.2503793626707132,90,26123,Legendary Duelists: Season 1,1st Edition,217434,2020-07-03 00:00:00+00:00
2023-07-25 11:27:26.533553,2.65,2023-07-02 00:00:00.000000,6.005,17.0,2023-10-01 00:00:00.000000,8.655,3.0,4.8,7.97,Immortal Phoenix Gearfried,TOCH-EN012,0.30618139803581745,90,25824,Toon Chaos,Unlimited,215388,2020-06-19 00:00:00+00:00
2023-09-25 10:21:24.773012,2.15,2023-07-02 00:00:00.000000,2.51,16.99,2023-10-01 00:00:00.000000,4.66,2.5,4.54,5.9,Generaider Token,OP13-EN026,0.4613733905579399,90,23609,OTS Tournament Pack 13,Unlimited,216685,2020-06-15 00:00:00+00:00
2023-09-14 10:22:37.317724,1.84,2023-07-02 00:00:00.000000,3.6,49.99,2023-10-01 00:00:00.000000,5.44,4.0,5.2,5.82,Dark Magician Girl the Dragon Knight,DLCS-EN006,0.3382352941176471,90,25909,Dragons of Legend: The Complete Series,1st Edition,221528,2020-05-15 00:00:00+00:00
2023-07-13 11:12:26.451934,1.69,2023-07-02 00:00:00.000000,3.41,22.79,2023-10-01 00:00:00.000000,5.1,3.66,4.01,5.78,"Loptr, Shadow of the Generaider Bosses",ETCO-EN028,0.33137254901960783,90,9047,Eternity Code,1st Edition,213335,2020-04-30 00:00:00+00:00
2023-07-05 11:11:31.782612,5.24,2023-07-02 00:00:00.000000,2.95,19.94,2023-10-01 00:00:00.000000,8.19,2.45,2.93,3.65,Xtra HERO Infernal Devicer,DUOV-EN013,0.6398046398046398,90,8931,Duel Overload,1st Edition,210221,2020-03-19 00:00:00+00:00
2023-07-14 11:11:55.538279,4.35,2023-07-02 00:00:00.000000,3.03,34.75,2023-10-01 00:00:00.000000,7.38,2.09,2.6,3.17,Fantastical Dragon Phantazmay,DUOV-EN074,0.5894308943089431,90,8827,Duel Overload,1st Edition,210283,2020-03-19 00:00:00+00:00
2023-07-14 11:11:58.615397,4.1,2023-07-02 00:00:00.000000,4.53,10.0,2023-10-01 00:00:00.000000,8.63,3.5,4.79,4.8,Tour Guide From the Underworld,DUOV-EN057,0.47508690614136734,90,8881,Duel Overload,1st Edition,210265,2020-03-19 00:00:00+00:00
2023-07-15 11:08:32.438516,2.43,2023-07-02 00:00:00.000000,6.57,20.75,2023-10-01 00:00:00.000000,9.0,4.99,6.25,6.82,Parlor Dragonmaid,MYFI-EN020,0.27,90,6780,Mystic Fighters,1st Edition,203863,2019-11-21 00:00:00+00:00
2023-09-25 10:13:26.405659,3.64,2023-07-02 00:00:00.000000,2.645,22.79,2023-10-01 00:00:00.000000,6.285,4.7,6.72,7.2,Unchained Soul of Anguish,CHIM-EN044,0.5791567223548131,90,13180,Chaos Impact,1st Edition,200850,2019-10-24 00:00:00+00:00
2023-09-24 10:10:44.514946,16.21,2023-07-02 00:00:00.000000,5.83,44.73,2023-10-01 00:00:00.000000,22.04,19.99,25.22,27.99,Unchained Soul of Rage,CHIM-EN043,0.735480943738657,90,10726,Chaos Impact,1st Edition,200849,2019-10-24 00:00:00+00:00
2023-09-30 11:26:52.178948,2.685,2023-07-02 00:00:00.000000,1.385,7.5,2023-10-01 00:00:00.000000,4.07,3.0,3.94,4.1,Unchained Twins - Aruha,CHIM-EN008,0.6597051597051597,90,23750,Chaos Impact,Unlimited,200814,2019-10-24 00:00:00+00:00
2023-08-16 11:17:49.763031,2.09,2023-07-02 00:00:00.000000,2.86,9.99,2023-10-01 00:00:00.000000,4.95,1.99,3.85,3.72,Called by the Grave,DUDE-EN044,0.4222222222222222,90,18365,Duel Devastator,1st Edition,199596,2019-10-11 00:00:00+00:00
2023-07-23 11:11:10.932397,2.43,2023-07-02 00:00:00.000000,1.79,19.0,2023-10-01 00:00:00.000000,4.22,1.6,2.13,3.19,"Ascator, Dawnwalker",LED5-EN024,0.5758293838862559,90,9242,Legendary Duelist: Immortal Destiny,1st Edition,199637,2019-09-27 00:00:00+00:00
2023-09-24 10:09:28.621063,1.69,2023-07-02 00:00:00.000000,1.175,15.0,2023-10-01 00:00:00.000000,2.865,2.5,4.12,4.1,Topologic Trisbaena,MP19-EN019,0.5898778359511344,90,9026,2019 Gold Sarcophagus Tin Mega Pack,1st Edition,197113,2019-08-29 00:00:00+00:00
2023-09-24 10:09:24.227019,2.58,2023-07-02 00:00:00.000000,2.545,9.97,2023-10-01 00:00:00.000000,5.125,5.54,6.08,8.7,"Beat, Bladesman Fur Hire",MP19-EN247,0.5034146341463415,90,8924,2019 Gold Sarcophagus Tin Mega Pack,1st Edition,197539,2019-08-29 00:00:00+00:00
2023-08-03 11:13:15.605151,1.84,2023-07-02 00:00:00.000000,1.505,5.0,2023-10-01 00:00:00.000000,3.345,0.75,1.59,1.66,Knightmare Gryphon,MP19-EN029,0.5500747384155455,90,9175,2019 Gold Sarcophagus Tin Mega Pack,1st Edition,197123,2019-08-29 00:00:00+00:00
2023-09-23 10:17:23.853430,10.005,2023-07-02 00:00:00.000000,6.975,33.79,2023-10-01 00:00:00.000000,16.98,16.25,19.32,18.48,Heritage of the Chalice,MP19-EN224,0.5892226148409894,90,19296,2019 Gold Sarcophagus Tin Mega Pack,1st Edition,197516,2019-08-29 00:00:00+00:00
2023-09-28 19:50:27.242190,1.6,2023-07-02 00:00:00.000000,4.2,16.69,2023-10-01 00:00:00.000000,5.8,4.3,5.75,5.97,Quick Launch,SDRR-EN025,0.27586206896551724,90,14361,Rokket Revolt,1st Edition,196834,2019-08-16 00:00:00+00:00
2023-08-09 11:15:06.010486,1.52,2023-07-02 00:00:00.000000,4.51,19.98,2023-10-01 00:00:00.000000,6.03,3.58,4.81,5.0,Five-Headed Dragon,BLHR-EN000,0.25207296849087896,90,13146,Battles of Legend: Hero's Revenge,1st Edition,193587,2019-07-11 00:00:00+00:00
2023-09-17 10:01:44.041366,2.36,2023-07-02 00:00:00.000000,3.23,25.5,2023-10-01 00:00:00.000000,5.59,4.99,4.66,7.49,Droll & Lock Bird,SR08-EN021,0.4221824686940966,90,35,Order of the Spellcasters,1st Edition,188672,2019-04-25 00:00:00+00:00
2023-07-22 11:09:32.035724,2.03,2023-07-02 00:00:00.000000,2.75,19.99,2023-10-01 00:00:00.000000,4.78,2.25,4.01,5.0,"Hiita the Fire Charmer, Ablaze",OP10-EN010,0.4246861924686193,90,7039,OTS Tournament Pack 10,Unlimited,188932,2019-04-18 00:00:00+00:00
2023-09-28 19:45:58.068642,1.995,2023-07-02 00:00:00.000000,3.75,24.99,2023-10-01 00:00:00.000000,5.745,3.61,5.19,5.75,Security Dragon,DUPO-EN037,0.3472584856396867,90,9140,Duel Power,1st Edition,186927,2019-04-04 00:00:00+00:00
2023-09-27 10:10:52.060801,1.82,2023-07-02 00:00:00.000000,1.23,7.99,2023-10-01 00:00:00.000000,3.05,0.95,2.19,1.9,Stardust Dragon,DUPO-EN103,0.5967213114754099,90,8918,Duel Power,Limited,186885,2019-04-04 00:00:00+00:00
2023-09-28 10:40:34.727713,1.54,2023-07-02 00:00:00.000000,2.01,14.98,2023-10-01 00:00:00.000000,3.55,1.94,4.05,3.49,Gozen Match,SDSB-EN039,0.43380281690140843,90,19368,Soulburner,1st Edition,184783,2019-02-14 00:00:00+00:00
2023-07-09 11:12:56.613972,2.03,2023-07-02 00:00:00.000000,2.6,5.0,2023-10-01 00:00:00.000000,4.63,2.79,2.64,3.59,Trickstar Divaridis,SAST-EN049,0.43844492440604754,90,9456,Savage Strike,1st Edition,184171,2019-01-31 00:00:00+00:00
2023-09-27 10:20:25.206001,1.8,2023-07-02 00:00:00.000000,3.99,14.99,2023-10-01 00:00:00.000000,5.79,3.38,6.29,4.92,Personal Spoofing,OP09-EN012,0.31088082901554404,90,21641,OTS Tournament Pack 9,Unlimited,181769,2018-12-07 00:00:00+00:00
2023-07-12 11:11:36.333419,3.14,2023-07-02 00:00:00.000000,4.39,9.0,2023-10-01 00:00:00.000000,7.53,3.0,3.77,6.94,Snowman Eater,AC18-EN008,0.4169986719787517,90,8476,Yu-Gi-Oh! Advent Calendar(2018),1st Edition,179236,2018-11-02 00:00:00+00:00
2023-08-09 11:19:12.248376,11.535,2023-07-02 00:00:00.000000,5.65,29.99,2023-10-01 00:00:00.000000,17.185,15.77,18.04,18.91,Heritage of the Chalice,SOFU-EN090,0.6712249054407914,90,18395,Soul Fusion,1st Edition,178130,2018-10-18 00:00:00+00:00
2023-07-28 11:23:18.585393,2.835,2023-07-02 00:00:00.000000,2.03,20.0,2023-10-01 00:00:00.000000,4.865,6.17,6.54,7.47,Pinpoint Landing,CYHO-EN081,0.5827338129496403,90,18796,Cybernetic Horizon,1st Edition,170758,2018-07-26 00:00:00+00:00
2023-08-10 11:18:32.807434,1.59,2023-07-02 00:00:00.000000,3.07,19.99,2023-10-01 00:00:00.000000,4.66,3.08,5.7,6.98,Living Fossil,BLRR-EN015,0.34120171673819744,90,18860,Battles of Legend: Relentless Revenge,1st Edition,169393,2018-06-28 00:00:00+00:00
2023-09-28 10:36:28.529161,2.31,2023-07-02 00:00:00.000000,2.455,4.29,2023-10-01 00:00:00.000000,4.765,3.99,3.84,4.13,Topologic Trisbaena,FLOD-EN036,0.48478488982161594,90,13309,Flames of Destruction,Unlimited,166344,2018-05-03 00:00:00+00:00
2023-09-30 11:19:49.606482,4.075,2023-07-02 00:00:00.000000,6.115,23.99,2023-10-01 00:00:00.000000,10.19,10.0,11.17,15.0,Knightmare Gryphon,FLOD-EN048,0.3999018645731109,90,13637,Flames of Destruction,1st Edition,166356,2018-05-03 00:00:00+00:00
2023-09-18 10:02:39.331943,3.0,2023-07-02 00:00:00.000000,2.98,14.0,2023-10-01 00:00:00.000000,5.98,6.94,7.11,9.45,Tour Guide From the Underworld,SR06-EN019,0.5016722408026756,90,496,Lair of Darkness,1st Edition,165485,2018-04-19 00:00:00+00:00
2023-09-17 10:09:37.176929,1.75,2023-07-02 00:00:00.000000,1.765,19.98,2023-10-01 00:00:00.000000,3.515,3.0,3.32,4.99,Ancient Fairy Dragon,LCKC-EN070,0.49786628733997157,90,9661,Legendary Collection Kaiba Mega Pack,1st Edition,161996,2018-03-08 00:00:00+00:00
