date,difference,first_date,first_price,high,last_date,last_price,low,market,mid,name,number,p_change,period,product_id,set_name,sub_type,tcg_product_id,updated_at
2023-09-29 11:32:38.875749,2.885,2023-07-03 00:00:00.000000,0.76,10.99,2023-10-01 00:00:00.000000,3.645,1.96,3.76,3.62,Fiendish Rhino Warrior,BOSH-EN091,0.7914951989026063,90,23706,Breakers of Shadow,Unlimited,111190,2016-01-15 00:00:00+00:00
2023-09-28 10:42:49.401247,1.1,2023-07-03 00:00:00.000000,0.685,14.99,2023-10-01 00:00:00.000000,1.785,6.84,2.67,7.99,Majespecter Tornado,DOCS-EN072,0.6162464985994398,90,22581,Dimension of Chaos,1st Edition,107709,2015-11-06 00:00:00+00:00
2023-09-29 11:33:03.055167,2.085,2023-07-03 00:00:00.000000,0.94,6.99,2023-10-01 00:00:00.000000,3.025,3.25,1.9,4.95,Majespecter Unicorn - Kirin,DOCS-EN029,0.6892561983471074,90,24160,Dimension of Chaos,Unlimited,107659,2015-11-06 00:00:00+00:00
2023-07-24 11:12:49.326626,1.56,2023-07-03 00:00:00.000000,0.6,4.1,2023-10-01 00:00:00.000000,2.16,0.47,1.02,0.96,Jet Warrior,SDSE-EN041,0.7222222222222222,90,9423,Synchron Extreme,1st Edition,103947,2015-08-27 00:00:00+00:00
2023-07-25 11:30:52.525865,1.59,2023-07-03 00:00:00.000000,0.7,10.0,2023-10-01 00:00:00.000000,2.29,0.01,1.93,1.94,T.G. Cyber Magician,LC5D-EN205,0.6943231441048034,90,28277,Legendary Collection 5D's Mega Pack,1st Edition,94040,2014-10-23 00:00:00+00:00
2023-07-03 11:07:43.020266,1.13,2023-07-03 00:00:00.000000,0.53,1.16,2023-10-01 00:00:00.000000,1.66,0.15,0.53,0.42,Battlin' Boxer Sparrer,MP14-EN004,0.6807228915662651,90,4954,2014 Mega-Tins Mega Pack,1st Edition,92554,2014-08-29 00:00:00+00:00
2023-07-29 11:06:44.819932,1.25,2023-07-03 00:00:00.000000,0.59,6.0,2023-10-01 00:00:00.000000,1.84,0.86,0.86,2.43,Amazoness Fighter,LCJW-EN088,0.6793478260869565,90,3133,Legendary Collection 4: Joey's World Mega Pack,1st Edition,71632,2013-10-10 00:00:00+00:00
2023-09-27 10:17:01.220912,2.26,2023-07-03 00:00:00.000000,0.82,10.0,2023-10-01 00:00:00.000000,3.08,1.31,3.08,3.55,Noble Arms - Arfeudutyr,AP03-EN010,0.7337662337662337,90,17468,Astral Pack Three,Unlimited,78046,2013-09-13 00:00:00+00:00
2023-07-26 11:05:36.425256,1.455,2023-07-03 00:00:00.000000,0.275,1.25,2023-10-01 00:00:00.000000,1.73,0.14,0.22,0.25,Battlin' Boxer Sparrer,LTGY-EN018,0.8410404624277457,90,1615,Lord of the Tachyon Galaxy,Unlimited,68115,2013-05-17 00:00:00+00:00
2023-10-01 11:20:52.097369,2.445,2023-07-03 00:00:00.000000,0.99,5.87,2023-10-01 00:00:00.000000,3.435,4.28,5.87,5.5,Gandora the Dragon of Destruction,SP13-EN041,0.7117903930131004,90,12416,Star Pack 2013,1st Edition,77567,2013-02-22 00:00:00+00:00
2023-08-11 11:24:24.530985,0.97,2023-07-03 00:00:00.000000,0.38,1.98,2023-10-01 00:00:00.000000,1.35,0.2,0.75,0.94,Flamvell Counter,SDOK-EN032,0.7185185185185186,90,20692,Onslaught of the Fire Kings Structure Deck,1st Edition,67738,2013-02-08 00:00:00+00:00
2023-07-18 11:09:14.794581,1.13,2023-07-03 00:00:00.000000,0.93,5.0,2023-10-01 00:00:00.000000,2.06,0.75,1.02,3.01,"Ehren, Lightsworn Monk",DT07-EN059,0.5485436893203883,90,5600,Duel Terminal 7,Limited,81591,2012-09-28 00:00:00+00:00
2023-09-16 10:25:55.742078,0.97,2023-07-03 00:00:00.000000,0.73,8.5,2023-10-01 00:00:00.000000,1.7,2.54,1.25,4.5,Elemental Hero Neos Alius,DT06-EN052,0.5705882352941176,90,28060,Duel Terminal 6,Limited,81483,2012-05-25 00:00:00+00:00
2023-07-12 11:14:35.979572,1.81,2023-07-03 00:00:00.000000,0.64,4.5,2023-10-01 00:00:00.000000,2.45,0.31,0.83,1.33,Snowman Eater,BP01-EN064,0.7387755102040816,90,12583,Battle Pack: Epic Dawn,1st Edition,69715,2012-05-24 00:00:00+00:00
2023-09-23 10:16:40.735134,0.87,2023-07-03 00:00:00.000000,0.53,4.49,2023-10-01 00:00:00.000000,1.4,0.55,1.88,1.26,Soundproofed,EXVC-EN060,0.6214285714285714,90,18330,Extreme Victory,1st Edition,40086,2011-05-10 00:00:00+00:00
